idx,weight,value,ratio
0,50,221.06,4.4212
1,93,407.15,4.3780
2,8,279.75,34.9688
3,99,420.10,4.2434
4,16,103.52,6.4700
5,93,236.11,2.5388
6,28,214.34,7.6550
7,39,404.68,10.3764
8,73,336.94,4.6156
9,70,285.54,4.0791
10,58,101.91,1.7571
11,56,198.47,3.5441
12,80,125.73,1.5716
13,88,412.10,4.6830
14,64,201.21,3.1439
15,54,340.80,6.3111
16,54,342.98,6.3515
17,75,171.55,2.2873
18,63,110.71,1.7573
19,19,425.60,22.4000
276,17,213.30,12.5471
532,81,332.46,4.1044
788,53,346.18,6.5317
1044,1,254.46,254.4600
1300,57,384.98,6.7540
1556,57,410.05,7.1939
1812,65,329.69,5.0722
2068,49,143.89,2.9365
2324,41,180.33,4.3983
2580,77,111.33,1.4458
2836,21,264.57,12.5986
3092,41,312.37,7.6188
3348,69,254.73,3.6917
3604,73,419.32,5.7441
3860,53,150.80,2.8453
4116,9,104.52,11.6133
4372,73,280.48,3.8422
4628,13,351.00,27.0000
4884,29,316.08,10.8993
5140,21,175.72,8.3676
5396,21,257.60,12.2667
5652,97,234.04,2.4128
5908,49,105.03,2.1435
6164,9,198.27,22.0300
6420,45,186.07,4.1349
6676,57,396.11,6.9493
6932,46,173.03,3.7615
7188,42,172.19,4.0998
7444,14,393.59,28.1136
7700,62,181.87,2.9334
7980,45,290.13,6.4473
7981,96,356.14,3.7098
7982,10,336.18,33.6180
7983,35,135.50,3.8714
7984,96,173.65,1.8089
7985,92,358.70,3.8989
7986,53,196.96,3.7162
7987,59,294.38,4.9895
7988,37,184.69,4.9916
7989,50,145.21,2.9042
7990,44,421.17,9.5720
7991,74,411.05,5.5547
7992,77,307.46,3.9930
7993,12,282.68,23.5567
7994,85,369.95,4.3524
7995,98,400.80,4.0898
7996,39,304.30,7.8026
7997,26,406.19,15.6227
7998,32,273.71,8.5534
7999,47,220.38,4.6889
