idx,weight,value,ratio
0,21,393.00,18.7143
1,77,415.09,5.3908
2,45,324.69,7.2153
3,10,201.72,20.1720
4,77,217.64,2.8265
5,33,344.21,10.4306
6,74,355.98,4.8105
7,95,203.88,2.1461
8,15,307.65,20.5100
9,47,156.18,3.3230
10,33,212.45,6.4379
11,60,157.82,2.6303
12,4,419.49,104.8725
13,46,170.44,3.7052
14,95,139.76,1.4712
15,22,239.39,10.8814
16,98,202.93,2.0707
17,37,155.88,4.2130
18,27,426.03,15.7789
19,16,105.27,6.5794
244,76,279.50,3.6776
468,73,271.54,3.7197
692,38,263.25,6.9276
916,64,417.84,6.5287
1140,25,406.97,16.2788
1364,19,393.86,20.7295
1588,22,377.87,17.1759
1812,92,194.50,2.1141
2036,7,170.81,24.4014
2260,94,142.31,1.5139
2484,97,108.36,1.1171
2708,9,232.17,25.7967
2932,72,185.40,2.5750
3156,16,131.27,8.2044
3380,17,396.81,23.3418
3604,33,162.19,4.9148
3828,10,409.80,40.9800
4052,75,319.80,4.2640
4276,36,219.23,6.0897
4500,22,271.29,12.3314
4724,7,147.67,21.0957
4948,89,339.24,3.8117
5172,76,190.00,2.5000
5396,26,190.84,7.3400
5620,53,341.11,6.4360
5844,48,148.65,3.0969
6068,55,268.18,4.8760
6292,3,207.54,69.1800
6516,99,293.78,2.9675
6740,39,362.41,9.2926
6980,11,391.50,35.5909
6981,45,292.02,6.4893
6982,6,161.49,26.9150
6983,43,357.22,8.3074
6984,13,225.41,17.3392
6985,87,426.89,4.9068
6986,22,360.23,16.3741
6987,76,305.48,4.0195
6988,69,364.12,5.2771
6989,63,402.71,6.3922
6990,28,367.82,13.1364
6991,36,358.26,9.9517
6992,16,335.17,20.9481
6993,82,198.93,2.4260
6994,26,401.36,15.4369
6995,71,188.25,2.6514
6996,92,257.01,2.7936
6997,32,280.01,8.7503
6998,69,209.63,3.0381
6999,83,250.73,3.0208
