idx,weight,value,ratio
0,46,179.96,3.9122
1,77,249.36,3.2384
2,24,313.46,13.0608
3,24,204.11,8.5046
4,99,156.43,1.5801
5,1,410.43,410.4300
6,50,413.31,8.2662
7,56,346.68,6.1907
8,60,169.51,2.8252
9,4,243.77,60.9425
10,27,332.33,12.3085
11,23,351.13,15.2665
12,22,383.41,17.4277
13,76,298.01,3.9212
14,27,249.07,9.2248
15,1,280.74,280.7400
16,61,254.05,4.1648
17,36,399.72,11.1033
18,41,151.56,3.6966
19,74,204.43,2.7626
50,73,281.24,3.8526
80,47,239.52,5.0962
110,82,234.84,2.8639
140,88,304.36,3.4586
170,33,405.11,12.2761
200,4,393.77,98.4425
230,78,414.16,5.3097
260,49,207.59,4.2365
290,4,284.95,71.2375
320,19,199.08,10.4779
350,98,132.78,1.3549
380,70,385.90,5.5129
410,34,389.32,11.4506
440,47,348.78,7.4209
470,26,265.32,10.2046
500,54,418.09,7.7424
530,70,350.28,5.0040
560,51,116.08,2.2761
590,62,174.09,2.8079
620,12,408.39,34.0325
650,98,233.19,2.3795
680,71,262.16,3.6924
710,15,289.55,19.3033
740,50,290.15,5.8030
770,45,168.03,3.7340
800,29,373.81,12.8900
830,21,103.31,4.9195
860,92,112.55,1.2234
890,91,308.48,3.3899
920,60,133.18,2.2197
980,97,327.35,3.3747
981,50,346.61,6.9322
982,16,267.54,16.7212
983,26,209.72,8.0662
984,86,111.29,1.2941
985,36,397.66,11.0461
986,72,383.69,5.3290
987,21,218.41,10.4005
988,12,162.71,13.5592
989,4,132.95,33.2375
990,64,183.51,2.8673
991,46,285.13,6.1985
992,3,175.78,58.5933
993,16,212.50,13.2813
994,11,274.70,24.9727
995,65,157.67,2.4257
996,39,125.85,3.2269
997,35,304.20,8.6914
998,97,282.13,2.9086
999,98,322.91,3.2950
