idx,weight,value,ratio
0,88,318.37,3.6178
1,52,230.02,4.4235
2,2,253.54,126.7700
3,6,312.99,52.1650
4,44,283.01,6.4320
5,10,208.29,20.8290
6,77,315.06,4.0917
7,12,154.52,12.8767
8,93,276.50,2.9731
9,51,152.58,2.9918
10,5,212.91,42.5820
11,54,294.04,5.4452
12,10,376.59,37.6590
13,89,324.71,3.6484
14,6,329.72,54.9533
15,97,173.95,1.7933
16,4,185.67,46.4175
17,35,395.02,11.2863
18,47,394.26,8.3885
19,44,314.92,7.1573
309,86,304.80,3.5442
598,22,119.81,5.4459
887,87,359.23,4.1291
1176,77,172.22,2.2366
1465,10,384.05,38.4050
1754,30,394.68,13.1560
2043,33,111.12,3.3673
2332,81,286.68,3.5393
2621,86,301.23,3.5027
2910,21,273.56,13.0267
3199,87,407.54,4.6844
3488,79,389.09,4.9252
3777,82,286.96,3.4995
4066,15,164.51,10.9673
4355,54,153.47,2.8420
4644,21,225.67,10.7462
4933,23,340.06,14.7852
5222,59,365.73,6.1988
5511,91,306.20,3.3648
5800,19,165.62,8.7168
6089,66,423.40,6.4152
6378,47,206.64,4.3966
6667,51,405.36,7.9482
6956,52,116.86,2.2473
7245,31,209.15,6.7468
7534,96,342.97,3.5726
7823,65,222.73,3.4266
8112,21,285.11,13.5767
8401,3,339.61,113.2033
8690,23,341.34,14.8409
8980,74,280.40,3.7892
8981,29,393.59,13.5721
8982,79,113.87,1.4414
8983,65,221.89,3.4137
8984,79,274.85,3.4791
8985,81,257.17,3.1749
8986,53,120.19,2.2677
8987,96,331.92,3.4575
8988,60,232.73,3.8788
8989,23,258.27,11.2291
8990,5,157.29,31.4580
8991,27,178.18,6.5993
8992,99,323.01,3.2627
8993,25,251.08,10.0432
8994,69,297.75,4.3152
8995,61,426.79,6.9966
8996,100,102.39,1.0239
8997,42,231.74,5.5176
8998,39,335.33,8.5982
8999,33,299.28,9.0691
