idx,value
0,192
1,1374
2,8886
3,9300
4,2120
5,2513
6,3578
7,5775
8,63
9,3797
10,1670
11,171
12,5861
13,4294
14,4993
15,1611
16,4206
17,7534
18,3504
19,6227
20,449
21,5831
22,6456
23,7912
24,6669
25,9566
26,4575
27,2934
28,642
29,7336
30,2418
31,977
32,239
33,4969
34,1020
35,4525
36,1928
37,274
38,1062
39,1922
40,3322
41,6283
42,74
43,3066
44,2546
45,6002
46,8828
47,2653
48,9002
49,9282
50,587
51,2224
52,22
53,824
54,6500
55,2985
56,6719
57,9458
58,6984
59,2373
60,317
61,6665
62,847
63,3102
64,586
65,2592
66,6285
67,3639
68,5316
69,3245
70,8900
71,9498
72,7124
73,6663
74,7483
75,885
76,1869
77,5873
78,5021
79,6703
80,4534
81,2311
82,1220
83,481
84,8540
85,3494
86,6135
87,1411
88,4162
89,7393
90,5666
91,6260
92,7306
93,2529
94,5302
95,9631
96,7961
97,2252
98,6080
99,3402
100,198
101,4809
102,5758
103,1777
104,915
105,4163
106,7184
107,5346
108,5791
109,4524
110,987
111,9706
112,90
113,2484
114,7075
115,1408
116,7435
117,6042
118,2490
119,0
120,6319
121,1298
122,564
123,9115
124,5171
125,4136
126,2510
127,7500
128,1444
129,2132
130,7886
131,3406
132,1524
133,447
134,1692
135,8477
136,8192
137,2644
138,1313
139,9307
140,5007
141,826
142,8302
143,5124
144,78
145,4770
146,369
147,6547
148,1338
149,6156
150,4084
151,8614
152,8398
153,974
154,471
155,1056
156,8974
157,23
158,8895
159,5629
160,770
161,9521
162,1422
163,6075
164,1911
165,1126
166,6452
167,8536
168,5874
169,7845
170,9782
171,2918
172,6183
173,9140
174,8239
175,4566
176,8489
177,4312
178,2165
179,1972
180,4691
181,851
182,1901
183,8031
184,3494
185,3629
186,1953
187,5036
188,2516
189,1446
190,577
191,9387
192,9724
193,1883
194,2488
195,9434
196,1015
197,1607
198,9488
199,7336
200,467
201,2908
202,8584
203,4701
204,253
205,386
206,8997
207,7161
208,2741
209,894
210,5767
211,2122
212,2364
213,2631
214,1086
215,1009
216,7057
217,1110
218,4892
219,5143
220,3869
221,6220
222,5069
223,588
224,8283
225,1321
226,5732
227,1569
228,7228
229,2137
230,4408
231,9479
232,825
233,3921
234,8719
235,471
236,6890
237,9275
238,2937
239,2947
240,7064
241,1710
242,3328
243,1500
244,7966
245,5026
246,942
247,1222
248,6885
249,9906
250,2480
251,7225
252,1536
253,418
254,5114
255,3034
256,3237
257,7347
258,811
259,8937
260,4909
261,5061
262,8978
263,8780
264,9229
265,3309
266,2801
267,7180
268,1734
269,3239
270,2113
271,3950
272,6347
273,8590
274,7543
275,2980
276,4913
277,8121
278,3237
279,2629
280,5899
281,3912
282,5684
283,5499
284,1062
285,8368
286,2080
287,2507
288,9266
289,6882
290,7924
291,2523
292,5459
293,2675
294,6200
295,5503
296,4775
297,3671
298,1224
299,9076
300,7465
301,9040
302,1047
303,4176
304,2293
305,5238
306,1652
307,9497
308,7053
309,4727
310,9436
311,7334
312,4907
313,9969
314,4320
315,2547
316,3960
317,956
318,2568
319,169
320,8940
321,8718
322,6119
323,9981
324,3479
325,1066
326,465
327,4664
328,1679
329,5017
330,4923
331,6007
332,7195
333,8923
334,7346
335,8547
336,32
337,1071
338,4975
339,6819
340,2505
341,4209
342,6858
343,2193
344,9837
345,5716
346,3212
347,8251
348,6012
349,7329
350,1801
351,235
352,1641
353,6286
354,2221
355,729
356,7839
357,114
358,326
359,2190
360,7581
361,1992
362,8147
363,3421
364,1075
365,6163
366,2155
367,6734
368,4274
369,9073
370,4609
371,6314
372,2591
373,4194
374,823
375,7742
376,6200
377,42
378,8801
379,5321
380,8970
381,7653
382,3003
383,7832
384,4643
385,8731
386,9133
387,9781
388,611
389,725
390,2334
391,3228
392,1400
393,1119
394,1223
395,4062
396,7994
397,7821
398,2473
399,2088
400,7620
401,7939
402,961
403,2182
404,1205
405,6096
406,811
407,9269
408,7398
409,8171
410,9766
411,2071
412,3324
413,3121
414,5254
415,7306
416,5872
417,8765
418,1999
419,3291
420,8141
421,2057
422,1665
423,7671
424,5481
425,1859
426,6719
427,1810
428,40
429,9220
430,4996
431,9947
432,2254
433,1005
434,7752
435,8688
436,7140
437,9587
438,463
439,2974
440,1949
441,5502
442,867
443,5180
444,1064
445,5948
446,99
447,9448
448,72
449,2043
450,3116
451,1938
452,8275
453,1526
454,423
455,9096
456,7288
457,5551
458,1587
459,7841
460,9109
461,9470
462,6117
463,2094
464,1016
465,713
466,2013
467,1230
468,1764
469,5365
470,3114
471,9809
472,726
473,2075
474,2944
475,5855
476,2920
477,6607
478,8777
479,9802
480,2645
481,8861
482,4251
483,2001
484,4830
485,3109
486,3177
487,4759
488,6637
489,937
490,556
491,1699
492,297
493,5939
494,9155
495,2297
496,6329
497,5213
498,1320
499,2505
500,4108
501,7915
502,1797
503,4406
504,2488
505,9803
506,4614
507,3674
508,3890
509,2129
510,6689
511,7592
512,5806
513,6924
514,8788
515,5362
516,3126
517,1805
518,8654
519,2204
520,2928
521,8633
522,3361
523,225
524,4667
525,9789
526,1590
527,5236
528,8507
529,1761
530,6561
531,8041
532,246
533,7216
534,8166
535,3382
536,1117
537,6310
538,5036
539,1044
540,2175
541,5035
542,6162
543,1258
544,5194
545,8576
546,2352
547,9500
548,7219
549,871
550,9742
551,7120
552,1752
553,2200
554,1354
555,1393
556,5861
557,7665
558,598
559,343
560,2980
561,5022
562,6401
563,1735
564,520
565,2569
566,1879
567,9799
568,7307
569,5556
570,2219
571,3205
572,7478
573,1636
574,6452
575,5688
576,3266
577,800
578,2181
579,9191
580,2669
581,4587
582,1794
583,9945
584,2751
585,4302
586,3664
587,7709
588,2413
589,5545
590,3052
591,6266
592,7533
593,7067
594,8351
595,4777
596,171
597,3233
598,3984
599,5938
600,7948
601,4443
602,9178
603,997
604,1009
605,2037
606,3743
607,7755
608,5902
609,5221
610,526
611,4811
612,1003
613,5488
614,7089
615,4800
616,8987
617,546
618,2730
619,5579
620,2668
621,2125
622,4447
623,5334
624,5070
625,1841
626,7699
627,6729
628,9783
629,7790
630,2455
631,3296
632,6742
633,1750
634,2241
635,5324
636,2710
637,9062
638,6684
639,777
640,8566
641,6406
642,8480
643,2336
644,791
645,5439
646,9299
647,5022
648,7573
649,5645
650,4304
651,5941
652,3705
653,9893
654,5511
655,1857
656,3614
657,6232
658,3046
659,9982
660,372
661,5848
662,4966
663,9816
664,5281
665,891
666,9352
667,2690
668,4030
669,2094
670,5314
671,59
672,6305
673,5260
674,2149
675,574
676,8263
677,9023
678,7329
679,8698
680,1813
681,4486
682,4683
683,8097
684,5806
685,5128
686,3901
687,6596
688,9079
689,6231
690,6303
691,6991
692,1689
693,2504
694,3349
695,2657
696,7511
697,2691
698,5160
699,2431
700,2385
701,4310
702,6602
703,4586
704,360
705,8398
706,6484
707,8397
708,2228
709,4617
710,8706
711,2059
712,9058
713,6598
714,706
715,1417
716,3521
717,2366
718,8664
719,9528
720,4191
721,775
722,9926
723,8582
724,3295
725,9414
726,6362
727,8197
728,2495
729,917
730,8696
731,3948
732,6695
733,1605
734,9978
735,2556
736,8788
737,1542
738,6981
739,3046
740,1925
741,1620
742,6190
743,1627
744,2853
745,8916
746,5293
747,868
748,2907
749,7168
750,8545
751,9843
752,5103
753,5135
754,9683
755,5642
756,2414
757,953
758,5231
759,9259
760,9952
761,2905
762,6769
763,543
764,4615
765,9204
766,6268
767,1386
768,4763
769,7817
770,4145
771,1823
772,868
773,3225
774,3934
775,9297
776,791
777,7481
778,1909
779,4250
780,5988
781,8886
782,4750
783,415
784,7551
785,7528
786,1887
787,1891
788,6078
789,6362
790,5339
791,650
792,883
793,1705
794,9497
795,7281
796,8075
797,7818
798,5991
799,7709
800,9349
801,7761
802,2863
803,401
804,1303
805,8112
806,5785
807,4485
808,1118
809,6813
810,1792
811,2195
812,9060
813,9591
814,9881
815,4402
816,2391
817,3578
818,6161
819,6649
820,1751
821,9296
822,3463
823,860
824,8016
825,9466
826,4778
827,7595
828,2201
829,9184
830,6596
831,4604
832,5964
833,6550
834,263
835,6213
836,4215
837,8752
838,2519
839,3054
840,4434
841,4999
842,7801
843,3703
844,8851
845,3452
846,697
847,7574
848,8366
849,780
850,5442
851,2068
852,1169
853,8276
854,4378
855,3128
856,5359
857,1287
858,2124
859,7747
860,3626
861,1598
862,5226
863,9902
864,374
865,6767
866,2322
867,6129
868,2092
869,8642
870,4608
871,7318
872,9229
873,3071
874,7797
875,2302
876,4664
877,7356
878,1959
879,8754
880,3806
881,1270
882,3209
883,5900
884,7571
885,4542
886,4252
887,4374
888,4807
889,1366
890,517
891,9603
892,3254
893,3307
894,417
895,9581
896,1773
897,2869
898,23
899,6015
900,6158
901,2301
902,3917
903,1572
904,805
905,6703
906,190
907,2656
908,3468
909,4752
910,7050
911,2142
912,4925
913,4593
914,6254
915,425
916,166
917,357
918,3413
919,734
920,8913
921,4079
922,559
923,5089
924,7956
925,7424
926,5938
927,7136
928,3399
929,2256
930,430
931,5638
932,6372
933,2506
934,4773
935,6561
936,660
937,6205
938,5003
939,9493
940,2039
941,1807
942,9050
943,2225
944,292
945,3237
946,1913
947,4595
948,2434
949,7313
950,4654
951,4792
952,9813
953,8443
954,6162
955,1735
956,574
957,9780
958,4180
959,9743
960,1916
961,1430
962,9456
963,2061
964,1432
965,1360
966,2897
967,2243
968,7104
969,9297
970,7268
971,373
972,7585
973,6786
974,5200
975,1637
976,1898
977,3257
978,835
979,1890
980,3823
981,6955
982,4926
983,1117
984,1995
985,8114
986,6244
987,9900
988,986
989,4464
990,9999
991,1026
992,806
993,7074
994,2484
995,5182
996,7072
997,8152
998,2008
999,2259
1000,3570
1001,8340
1002,2562
1003,8456
1004,1586
1005,673
1006,7970
1007,529
1008,249
1009,6422
1010,9747
1011,1390
1012,2516
1013,7387
1014,878
1015,3491
1016,7835
1017,6923
1018,3039
1019,2776
1020,7809
1021,2123
1022,5179
1023,2129
1024,4204
1025,506
1026,6514
1027,6032
1028,9461
1029,4265
1030,8914
1031,2233
1032,1377
1033,333
1034,2540
1035,6967
1036,9793
1037,8243
1038,5691
1039,2733
1040,7575
1041,6371
1042,7618
1043,5008
1044,971
1045,504
1046,6084
1047,2147
1048,7597
1049,7807
1050,394
1051,9155
1052,91
1053,4430
1054,5665
1055,9572
1056,8597
1057,4919
1058,6323
1059,2939
1060,6271
1061,2108
1062,5655
1063,2541
1064,4199
1065,5221
1066,9403
1067,7496
1068,1160
1069,2529
1070,4688
1071,8529
1072,7389
1073,1385
1074,2262
1075,7486
1076,4842
1077,923
1078,5514
1079,997
1080,8360
1081,9413
1082,8862
1083,7893
1084,9456
1085,1312
1086,9864
1087,163
1088,2826
1089,9216
1090,9997
1091,4295
1092,9446
1093,4041
1094,3968
1095,1704
1096,8058
1097,2052
1098,1429
1099,1701
1100,605
1101,3122
1102,9915
1103,182
1104,6627
1105,9920
1106,7577
1107,1938
1108,4058
1109,9819
1110,2136
1111,1474
1112,629
1113,3958
1114,6146
1115,3446
1116,7959
1117,3722
1118,4809
1119,4390
1120,9155
1121,1406
1122,8939
1123,2396
1124,9665
1125,7287
1126,9748
1127,2992
1128,2403
1129,4513
1130,1908
1131,4068
1132,5625
1133,7871
1134,1555
1135,9170
1136,1809
1137,2303
1138,2467
1139,8770
1140,51
1141,9393
1142,4773
1143,1456
1144,4492
1145,2138
1146,2190
1147,5870
1148,1930
1149,3636
1150,5531
1151,1957
1152,3896
1153,1368
1154,5090
1155,1298
1156,809
1157,9023
1158,283
1159,3359
1160,7962
1161,9237
1162,2975
1163,7455
1164,4147
1165,111
1166,8416
1167,654
1168,111
1169,6270
1170,1914
1171,6760
1172,221
1173,2869
1174,7481
1175,6969
1176,2389
1177,8216
1178,3018
1179,2517
1180,3663
1181,6821
1182,8454
1183,3481
1184,1248
1185,4695
1186,3708
1187,8961
1188,3798
1189,2984
1190,8094
1191,4507
1192,4423
1193,1959
1194,4543
1195,9244
1196,2837
1197,2507
1198,4539
1199,4547
1200,5524
1201,6967
1202,8680
1203,1979
1204,3471
1205,1726
1206,8476
1207,7092
1208,7416
1209,4936
1210,7967
1211,6339
1212,2495
1213,7302
1214,1394
1215,2632
1216,6068
1217,8850
1218,3360
1219,7873
1220,8288
1221,6699
1222,2628
1223,9054
1224,5521
1225,5824
1226,2603
1227,7957
1228,2629
1229,3210
1230,5355
1231,1671
1232,9930
1233,1407
1234,1604
1235,8866
1236,4674
1237,1237
1238,134
1239,1816
1240,5020
1241,1379
1242,6916
1243,1424
1244,8193
1245,7358
1246,2936
1247,1228
1248,29
1249,3171
1250,390
1251,8891
1252,7135
1253,7647
1254,4725
1255,7135
1256,5650
1257,6919
1258,923
1259,4945
1260,428
1261,4165
1262,5992
1263,371
1264,3095
1265,2321
1266,2839
1267,7463
1268,5743
1269,4929
1270,64
1271,7583
1272,3003
1273,6801
1274,7522
1275,3620
1276,4799
1277,8598
1278,7519
1279,7531
1280,5457
1281,9935
1282,4455
1283,5701
1284,3002
1285,8173
1286,4922
1287,7030
1288,1552
1289,7669
1290,9352
1291,1624
1292,178
1293,8340
1294,8507
1295,7136
1296,7140
1297,3235
1298,5080
1299,2337
1300,9019
1301,7354
1302,4498
1303,2816
1304,7051
1305,7865
1306,9055
1307,9912
1308,5087
1309,5349
1310,2047
1311,95
1312,4264
1313,528
1314,4058
1315,7592
1316,1755
1317,7805
1318,6217
1319,4538
1320,5092
1321,674
1322,5513
1323,2242
1324,3487
1325,6958
1326,1883
1327,5973
1328,9304
1329,6157
1330,1567
1331,1960
1332,3889
1333,9626
1334,2130
1335,7923
1336,5205
1337,340
1338,5797
1339,114
1340,6106
1341,5732
1342,4817
1343,78
1344,3484
1345,6510
1346,2711
1347,1149
1348,5224
1349,934
1350,237
1351,6373
1352,486
1353,5941
1354,5878
1355,2183
1356,4539
1357,5036
1358,2032
1359,4569
1360,6413
1361,2200
1362,1621
1363,9332
1364,8472
1365,5575
1366,8586
1367,1456
1368,624
1369,2938
1370,8108
1371,1340
1372,8104
1373,8891
1374,2123
1375,4466
1376,803
1377,4080
1378,7
1379,1322
1380,7818
1381,9137
1382,1067
1383,6766
1384,9837
1385,5351
1386,1927
1387,8591
1388,5181
1389,5845
1390,1795
1391,2598
1392,8713
1393,2652
1394,9568
1395,8589
1396,4087
1397,5593
1398,881
1399,9487
1400,4358
1401,9010
1402,4122
1403,1836
1404,65
1405,4993
1406,8888
1407,2850
1408,3495
1409,6847
1410,3313
1411,8665
1412,8841
1413,6085
1414,2493
1415,8093
1416,371
1417,959
1418,1221
1419,2514
1420,7070
1421,6450
1422,3707
1423,643
1424,6037
1425,3440
1426,1354
1427,1163
1428,1863
1429,8329
1430,1264
1431,1768
1432,9805
1433,3780
1434,8057
1435,9916
1436,781
1437,7998
1438,6957
1439,2342
1440,3950
1441,3058
1442,6077
1443,8256
1444,7404
1445,8171
1446,4154
1447,7482
1448,1662
1449,9462
1450,4631
1451,2296
1452,2294
1453,2171
1454,4464
1455,4040
1456,569
1457,5132
1458,7931
1459,4086
1460,6128
1461,6223
1462,6141
1463,2803
1464,9950
1465,5417
1466,7440
1467,3955
1468,9475
1469,7356
1470,7876
1471,6502
1472,2448
1473,8370
1474,2292
1475,6313
1476,8588
1477,1114
1478,6459
1479,8510
1480,8407
1481,2195
1482,806
1483,1881
1484,2749
1485,9351
1486,459
1487,7341
1488,7917
1489,5706
1490,3562
1491,9990
1492,2714
1493,9970
1494,8851
1495,5240
1496,1201
1497,1193
1498,4808
1499,6232
1500,4108
1501,3536
1502,2884
1503,5337
1504,6087
1505,311
1506,9261
1507,9115
1508,6210
1509,3355
1510,8438
1511,3967
1512,422
1513,5135
1514,7240
1515,8045
1516,3531
1517,8126
1518,9474
1519,1545
1520,504
1521,7775
1522,8591
1523,1572
1524,3421
1525,8523
1526,4119
1527,9247
1528,9550
1529,5787
1530,4312
1531,8021
1532,9681
1533,6341
1534,7382
1535,841
1536,5386
1537,6584
1538,4832
1539,1310
1540,8356
1541,7125
1542,1589
1543,8630
1544,5411
1545,4434
1546,6439
1547,3165
1548,8471
1549,9657
1550,7296
1551,4103
1552,5876
1553,8598
1554,3906
1555,7126
1556,7088
1557,161
1558,7443
1559,8672
1560,6109
1561,4056
1562,5112
1563,7265
1564,7159
1565,5521
1566,3697
1567,1454
1568,448
1569,6766
1570,2934
1571,2074
1572,6315
1573,1217
1574,8800
1575,5419
1576,7893
1577,883
1578,4219
1579,6911
1580,5674
1581,592
1582,5562
1583,4444
1584,9463
1585,5605
1586,8172
1587,5013
1588,2988
1589,8653
1590,7406
1591,6580
1592,9877
1593,2727
1594,2449
1595,6436
1596,6249
1597,156
1598,1085
1599,4830
1600,2034
1601,3376
1602,5270
1603,4487
1604,5646
1605,4375
1606,5421
1607,7543
1608,3045
1609,7146
1610,5243
1611,93
1612,9212
1613,4138
1614,8378
1615,8449
1616,1818
1617,868
1618,8900
1619,4730
1620,201
1621,6022
1622,7824
1623,8017
1624,2207
1625,5937
1626,9337
1627,6374
1628,5390
1629,4815
1630,8498
1631,2306
1632,4952
1633,8039
1634,4088
1635,6157
1636,647
1637,4670
1638,966
1639,6352
1640,1163
1641,6064
1642,1951
1643,3581
1644,4661
1645,4528
1646,9543
1647,1214
1648,3077
1649,8332
1650,8610
1651,300
1652,1007
1653,853
1654,6674
1655,1713
1656,4035
1657,2461
1658,411
1659,7983
1660,7293
1661,626
1662,9049
1663,2738
1664,202
1665,9786
1666,3252
1667,3060
1668,4348
1669,1199
1670,1875
1671,720
1672,2127
1673,7885
1674,1791
1675,1081
1676,6333
1677,1481
1678,7017
1679,4283
1680,4031
1681,2117
1682,1439
1683,4114
1684,9190
1685,7217
1686,1627
1687,2842
1688,2489
1689,1252
1690,9772
1691,7767
1692,639
1693,1436
1694,5545
1695,8662
1696,5599
1697,7826
1698,6099
1699,1236
1700,8518
1701,5777
1702,4282
1703,3197
1704,9241
1705,1960
1706,9363
1707,9127
1708,7276
1709,8510
1710,2921
1711,8417
1712,7826
1713,982
1714,3762
1715,1398
1716,7269
1717,8515
1718,7283
1719,6870
1720,5977
1721,7598
1722,3142
1723,5062
1724,2844
1725,7654
1726,4954
1727,6295
