idx,value
0,185
1,2645
2,5926
3,3942
4,4259
5,4660
6,7353
7,1630
8,2576
9,6093
10,1965
11,83
12,4352
13,3970
14,3376
15,9703
16,3338
17,3452
18,9843
19,4714
20,386
21,7637
22,9194
23,3883
24,231
25,7448
26,4726
27,2750
28,656
29,2102
30,6416
31,1471
32,5145
33,9067
34,8328
35,7174
36,7816
37,5680
38,1904
39,3868
40,4981
41,5185
42,3874
43,940
44,7625
45,5074
46,2969
47,6685
48,422
49,6910
50,7519
51,5743
52,2023
53,7857
54,5202
55,565
56,3929
57,4327
58,2124
59,6578
60,7147
61,6099
62,324
63,1622
64,546
65,1956
66,4111
67,8699
68,752
69,7493
70,4971
71,1083
72,7478
73,6612
74,2029
75,2069
76,119
77,1190
78,3977
79,2847
80,8622
81,3369
82,6690
83,7582
84,4275
85,953
86,1811
87,8996
88,2347
89,8215
90,2845
91,6937
92,94
93,263
94,3425
95,7245
96,9740
97,2217
98,5361
99,5980
100,6098
101,9819
102,3443
103,2500
104,6745
105,2989
106,4630
107,6611
108,5057
109,5301
110,4567
111,9109
112,6140
113,1955
114,4773
115,7244
116,5981
117,1367
118,2196
119,1680
120,3395
121,4642
122,2335
123,138
124,9377
125,3147
126,8258
127,7851
128,5776
129,1667
130,9287
131,3890
132,8502
133,9050
134,8479
135,1134
136,9161
137,4451
138,1604
139,5121
140,1743
141,1526
142,4412
143,182
144,872
145,2710
146,6000
147,1924
148,3758
149,9138
150,2734
151,2146
152,6379
153,47
154,1164
155,974
156,8188
157,597
158,8862
159,5049
160,3093
161,8568
162,2681
163,1941
164,7621
165,3339
166,1673
167,9330
168,2491
169,2048
170,6928
171,5557
172,4489
173,1283
174,1920
175,730
176,2104
177,424
178,2491
179,684
180,5837
181,1602
182,8537
183,7714
184,3066
185,2853
186,5018
187,7804
188,264
189,2366
190,8012
191,5934
192,1363
193,1474
194,223
195,1516
196,6422
197,1972
198,7191
199,6616
200,6969
201,8811
202,2466
203,519
204,9224
205,1587
206,4235
207,282
208,6054
209,3571
210,1486
211,5532
212,2690
213,1695
214,8989
215,3960
216,2153
217,702
218,1938
219,4701
220,9884
221,2735
222,9989
223,5859
224,1651
225,1543
226,1713
227,4176
228,8418
229,4303
230,6866
231,4615
232,9754
233,4220
234,2434
235,4481
236,1347
237,2286
238,2772
239,1086
240,4170
241,2605
242,5344
243,7581
244,3638
245,721
246,9441
247,250
248,3727
249,7681
250,5083
251,7608
252,7408
253,7118
254,7809
255,6736
256,1948
257,5761
258,9302
259,6120
260,5967
261,5282
262,9570
263,439
264,2167
265,6971
266,1703
267,7624
268,643
269,3292
270,2149
271,6414
272,9290
273,1664
274,6011
275,5351
276,5775
277,1744
278,3982
279,1443
280,3108
281,4326
282,2735
283,7110
284,6509
285,5461
286,3224
287,8732
288,2710
289,3719
290,3031
291,3725
292,6439
293,2695
294,7375
295,9458
296,2455
297,4976
298,4731
299,3702
300,1903
301,2885
302,1252
303,560
304,8416
305,6867
306,8853
307,7537
308,9512
309,4500
310,973
311,4489
312,7008
313,3157
314,8292
315,3967
316,5866
317,1610
318,9490
319,272
320,3018
321,2529
322,5292
323,9702
324,3281
325,1620
326,2161
327,6365
328,1330
329,2595
330,1092
331,2179
332,5999
333,4945
334,4938
335,4383
336,3779
337,3550
338,8823
339,1939
340,1334
341,3253
342,7508
343,3524
344,1836
345,5910
346,275
347,810
348,239
349,3943
350,8598
351,6339
352,2718
353,5751
354,6365
355,2476
356,486
357,3811
358,3471
359,1347
360,896
361,3404
362,8251
363,7159
364,4347
365,649
366,2335
367,1457
368,6236
369,6265
370,457
371,9303
372,5507
373,635
374,6651
375,2014
376,8159
377,770
378,2324
379,7679
380,3237
381,1971
382,8509
383,7406
384,1981
385,3393
386,3346
387,2343
388,2589
389,2779
390,658
391,5610
392,2954
393,2963
394,3256
395,1849
396,6140
397,4003
398,8539
399,1918
400,1874
401,3244
402,7250
403,9474
404,9606
405,2111
406,5740
407,1676
408,1778
409,2367
410,7663
411,9255
412,7938
413,6966
414,4223
415,504
416,1740
417,7447
418,6754
419,1470
420,2974
421,7636
422,9042
423,1386
424,6231
425,513
426,1043
427,5169
428,2185
429,152
430,7381
431,4159
432,5405
433,1935
434,1211
435,2479
436,1751
437,439
438,5309
439,8025
440,4347
441,4550
442,172
443,394
444,9041
445,9639
446,3940
447,8154
448,1557
449,6353
450,9463
451,4970
452,34
453,5861
454,9911
455,4700
456,9152
457,7276
458,1667
459,2376
460,8298
461,1537
462,9734
463,364
464,6773
465,4538
466,541
467,2980
468,8911
469,2284
470,2936
471,2058
472,5524
473,5919
474,6082
475,5056
476,9015
477,9696
478,132
479,3899
480,3455
481,7767
482,3927
483,2594
484,5472
485,5000
486,8825
487,7064
488,4299
489,8157
490,7537
491,4438
492,3608
493,3428
494,6902
495,972
496,83
497,6933
498,254
499,5817
500,293
501,6071
502,2163
503,4106
504,3589
505,5987
506,9514
507,143
508,6414
509,7976
510,4007
511,612
512,6387
513,5793
