idx,value
0,368
1,1964
2,3279
3,7999
4,2051
5,5181
6,7811
7,1542
8,6953
9,2249
10,3683
11,2549
12,8945
13,292
14,954
15,364
16,586
17,9456
18,4059
19,1375
20,7062
21,2602
22,825
23,3484
24,8798
25,4148
26,8356
27,7884
28,3206
29,6786
30,629
31,5481
32,1619
33,7544
34,5405
35,8543
36,1866
37,8163
38,6185
39,7861
40,1306
41,3144
42,3624
43,9838
44,1565
45,8283
46,3183
47,7003
48,1307
49,2881
50,5133
51,5491
52,6608
53,4599
54,923
55,2790
56,8639
57,4164
58,4182
59,9918
60,5463
61,7020
62,7137
63,280
64,6581
65,4855
66,9460
67,8097
68,9626
69,6849
70,8841
71,1620
72,2478
73,5107
74,7945
75,1683
76,8500
77,451
78,2594
79,2516
80,320
81,9463
82,5404
83,5374
84,2615
85,3615
86,4604
87,4035
88,3350
89,7956
90,8440
91,2913
92,534
93,8956
94,5341
95,5572
96,5454
97,8095
98,7645
99,7182
100,4729
101,8462
102,605
103,9306
104,266
105,3091
106,606
107,8861
108,2845
109,6324
110,2633
111,5822
112,3520
113,9708
114,1553
115,4711
116,1138
117,4139
118,8292
119,2300
120,4810
121,1468
122,418
123,7196
124,5627
125,232
126,1137
127,790
128,2599
129,6842
130,2816
131,8190
132,2658
133,7522
134,2267
135,127
136,6936
137,2334
138,3455
139,4019
140,4849
141,2726
142,7182
143,9633
144,6499
145,566
146,4308
147,7367
148,1545
149,9026
150,2683
151,3689
152,132
153,8164
154,4524
155,504
156,7423
157,2394
158,1927
159,6389
160,6535
161,5422
162,181
163,3688
164,6666
165,6918
166,4428
167,9853
168,8911
169,3453
170,3459
171,9982
172,4231
173,7617
174,7159
175,7687
176,6242
177,975
178,3357
179,1845
180,6517
181,8427
182,4440
183,865
184,5050
185,9653
186,7517
187,748
188,6985
189,1512
190,9382
191,2154
192,8246
193,149
194,7300
195,884
196,6091
197,9600
198,888
199,9737
200,9543
201,7353
202,9939
203,1446
204,2327
205,717
206,9453
207,1974
208,9428
209,9085
210,5203
211,1290
212,6509
213,864
214,37
215,4748
216,534
217,5061
218,1279
219,2177
220,385
221,2028
222,1141
223,5053
224,2877
225,1014
226,5156
227,1627
228,812
229,1353
230,1415
231,4830
232,1881
233,5848
234,4568
235,3282
236,2713
237,8418
238,2455
239,5510
240,9665
241,9498
242,1472
243,9022
244,825
245,2152
246,840
247,1747
248,1712
249,4430
250,5576
251,4750
252,9776
253,1213
254,813
255,1381
256,5267
257,1688
258,8783
259,2405
260,1253
261,9097
262,48
263,6737
264,364
265,2740
266,2440
267,2234
268,3350
269,8873
270,6063
271,7872
272,258
273,6029
274,6138
275,7463
276,6546
277,6475
278,8026
279,4830
280,7870
281,9782
282,9761
283,7532
284,5085
285,6403
286,1814
287,1227
288,1648
289,8901
290,1099
291,9881
292,3919
293,4281
294,5101
295,9789
296,1896
297,8275
298,2699
299,5223
300,1669
301,1368
302,603
303,1356
304,8670
305,8942
306,3834
307,4752
308,4062
309,849
310,1506
311,756
312,762
313,5127
314,1073
315,6994
316,2320
317,6070
318,5224
319,7398
320,7948
321,1988
322,8449
323,2592
324,5857
325,3951
326,5316
327,9336
328,310
329,1919
330,7915
331,1041
332,6718
333,8025
334,1748
335,4817
336,2061
337,485
338,1544
339,2591
340,4312
341,5122
342,7162
343,9006
344,3532
345,5384
346,9106
347,2553
348,801
349,446
350,1930
351,9263
352,2560
353,5037
354,5688
355,2018
356,1891
357,3525
358,3710
359,58
360,3597
361,2350
362,238
363,8655
364,8090
365,8258
366,7298
367,8135
368,8983
369,9354
370,1371
371,1165
372,4309
373,1974
374,5144
375,5619
376,1786
377,7456
378,4106
379,7193
380,2089
381,6435
382,3254
383,4446
384,8035
385,6888
386,9402
387,3206
388,5694
389,2945
390,4803
391,9356
392,2213
393,1930
394,6942
395,6138
396,384
397,2621
398,7629
399,6680
400,5989
401,693
402,5005
403,6993
404,1615
405,2453
406,8806
407,7660
408,5294
409,233
410,3138
411,9609
412,4895
413,5469
414,322
415,4362
416,8318
417,4525
418,4685
419,6916
420,8713
421,3293
422,9082
423,5654
424,8007
425,3306
426,3185
